index,score
50e5f7d4d7c3df413b00056a,0.0
50e5f7d4d7c3df413b00056b,3.3333333333333335
50e5f7d4d7c3df413b00056c,3.3333333333333335
50e5f7d4d7c3df413b00056d,4.666666666666667
50e5f7d4d7c3df413b00056e,5.833333333333334
50e5f7d4d7c3df413b00056f,6.666666666666667
50e5f7d4d7c3df413b000570,5.0
50e5f7d5d7c3df413b000571,10.0
50e5f7d5d7c3df413b000573,2.5
50e5f7d5d7c3df413b000575,5.833333333333334
50e5f7d5d7c3df413b000576,5.0
50e5f7d5d7c3df413b000577,5.0
50e5f7d5d7c3df413b000578,5.833333333333334
50e5f7d5d7c3df413b000579,10.0
50e5f7d5d7c3df413b00057a,10.0
50e5f7d5d7c3df413b00057b,5.0
50e5f7d6d7c3df413b00057d,10.0
50e5f7d6d7c3df413b00057e,2.857142857142857
50e5f7d6d7c3df413b00057f,0.0
50e5f7d6d7c3df413b000580,8.666666666666668
50e5f7d6d7c3df413b000582,9.04761904761905
50e5f7d6d7c3df413b000583,5.0
50e5f7d6d7c3df413b000585,10.0
50e5f7d6d7c3df413b000586,5.0
50e5f7d6d7c3df413b000587,4.000000000000001
50e5f7d7d7c3df413b000589,10.0
50e5f7d7d7c3df413b00058a,5.0
50e5f7d7d7c3df413b00058b,3.3333333333333335
50e5f7d7d7c3df413b00058c,3.3333333333333335
50e5f7d7d7c3df413b00058d,4.285714285714286
50e5f7d7d7c3df413b00058e,7.777777777777777
50e5f7d7d7c3df413b00058f,10.0
50e5f7d7d7c3df413b000590,1.1111111111111114
50e5f7d7d7c3df413b000591,5.0
50e5f7d7d7c3df413b000592,5.0
50e5f7d8d7c3df413b000594,4.666666666666667
50e5f7d8d7c3df413b000595,5.0
50e5f7d8d7c3df413b000596,3.3333333333333335
50e5f7d8d7c3df413b000597,10.0
50e5f7d8d7c3df413b000598,0.0
50e5f7d8d7c3df413b00059a,7.5
50e5f7d8d7c3df413b00059b,3.3333333333333335
50e5f7d8d7c3df413b00059c,4.444444444444445
50e5f7d8d7c3df413b00059d,1.1111111111111114
50e5f7d8d7c3df413b0005a0,6.190476190476191
50e5f7d9d7c3df413b0005a1,5.0
50e5f7d9d7c3df413b0005a2,10.0
50e5f7d9d7c3df413b0005a3,1.6666666666666667
50e5f7d9d7c3df413b0005a4,4.444444444444445
50e5f7d9d7c3df413b0005a5,5.833333333333334
50e5f7d9d7c3df413b0005a7,2.7777777777777777
50e5f7d9d7c3df413b0005a8,2.5
50e5f7d9d7c3df413b0005a9,6.0
50e5f7d9d7c3df413b0005aa,3.3333333333333335
50e5f7dad7c3df413b0005ab,5.0
50e5f7dad7c3df413b0005ac,5.0
50e5f7dad7c3df413b0005ad,1.1111111111111114
50e5f7dad7c3df413b0005ae,5.0
50e5f7dad7c3df413b0005b1,7.222222222222222
50e5f7dad7c3df413b0005b2,1.6666666666666667
50e5fae9d7c3df413b000731,6.666666666666667
50e5faead7c3df413b000732,3.3333333333333335
50e5faead7c3df413b000733,7.407407407407408
50e5faead7c3df413b000735,2.5
50e5faead7c3df413b000736,5.0
50e5faead7c3df413b000737,0.0
50e5faead7c3df413b000738,3.3333333333333335
50e5faead7c3df413b000739,10.0
50e5faead7c3df413b00073a,6.666666666666667
50e5faead7c3df413b00073b,0.8333333333333334
50e5faead7c3df413b00073c,1.9047619047619047
50e5faead7c3df413b00073d,5.0
50e5faead7c3df413b00073e,4.000000000000001
50e5faead7c3df413b000740,4.444444444444445
50e5faebd7c3df413b000741,7.777777777777777
50e5faebd7c3df413b000742,6.666666666666667
50e5faebd7c3df413b000743,3.3333333333333335
50e5faebd7c3df413b000744,0.0
50e5faebd7c3df413b000748,0.8333333333333334
50e5faebd7c3df413b00074a,6.190476190476191
50e5faebd7c3df413b00074b,0.0
50e5faebd7c3df413b00074c,4.0
50e5faebd7c3df413b00074d,0.0
50e5faebd7c3df413b00074e,1.6666666666666667
50e5faebd7c3df413b00074f,4.000000000000001
50e5faebd7c3df413b000750,3.3333333333333335
50e5faebd7c3df413b000752,3.3333333333333335
50e5faecd7c3df413b000755,4.666666666666667
50e5faecd7c3df413b000756,1.6666666666666667
50e5faecd7c3df413b000757,5.0
50e5faecd7c3df413b000758,3.3333333333333335
50e5faecd7c3df413b000759,0.8333333333333334
50e5faecd7c3df413b00075b,0.0
50e5faecd7c3df413b00075c,10.0
50e5faecd7c3df413b00075d,10.0
50e5faecd7c3df413b00075e,6.666666666666667
50e5faecd7c3df413b00075f,10.0
50e5faecd7c3df413b000760,5.0
50e5faecd7c3df413b000762,10.0
50e5faedd7c3df413b000763,0.0
50e5faedd7c3df413b000764,3.3333333333333335
50e5faedd7c3df413b000765,6.0
50e5faedd7c3df413b000767,2.0
50e5faedd7c3df413b000768,10.0
50e5faedd7c3df413b000769,8.000000000000002
50e5faedd7c3df413b00076a,6.666666666666667
50e5faedd7c3df413b00076b,1.1111111111111114
50e5faedd7c3df413b00076c,6.666666666666667
50e5faedd7c3df413b00076f,1.6666666666666667
50e5faedd7c3df413b000770,7.777777777777777
50e5faeed7c3df413b000772,1.4285714285714288
50e5faeed7c3df413b000773,0.0
50e5faeed7c3df413b000774,0.0
50e5faeed7c3df413b000775,0.0
50e5faeed7c3df413b000777,1.3333333333333335
50e5faeed7c3df413b00077b,0.0
50e5faeed7c3df413b00077c,5.0
50e5faeed7c3df413b00077d,1.6666666666666667
50e5faeed7c3df413b00077e,0.8333333333333334
50e5faeed7c3df413b00077f,8.571428571428571
50e5faeed7c3df413b000781,0.6666666666666665
50e5faeed7c3df413b000782,5.0
50e5faeed7c3df413b000784,10.0
50e5faefd7c3df413b000786,5.238095238095238
50e5faefd7c3df413b000787,0.8974358974358972
50e73275d7c3df413b000e1c,6.0
50e73275d7c3df413b000e1d,0.0
50e73275d7c3df413b000e1e,10.0
50e73275d7c3df413b000e1f,0.0
50e73275d7c3df413b000e20,3.3333333333333335
50e73275d7c3df413b000e21,10.0
50e73275d7c3df413b000e22,1.6666666666666667
50e73275d7c3df413b000e23,5.0
50e73275d7c3df413b000e24,2.5
50e73275d7c3df413b000e25,0.0
50e73275d7c3df413b000e27,6.666666666666667
50e73275d7c3df413b000e28,0.0
50e73275d7c3df413b000e2a,0.5555555555555555
50e73276d7c3df413b000e2c,0.0
50e73276d7c3df413b000e2d,2.5
50e73276d7c3df413b000e2e,10.0
50e73276d7c3df413b000e2f,4.444444444444445
50e73276d7c3df413b000e30,2.0
50e73276d7c3df413b000e31,2.5
50e73276d7c3df413b000e32,0.0
50e73276d7c3df413b000e34,1.6666666666666667
50e73276d7c3df413b000e36,5.0
50e73276d7c3df413b000e37,1.1111111111111114
50e73276d7c3df413b000e39,0.0
50e73276d7c3df413b000e3a,1.1111111111111114
50e73276d7c3df413b000e3b,10.0
50e73276d7c3df413b000e3c,6.666666666666667
50e73276d7c3df413b000e3d,0.0
50e73276d7c3df413b000e3e,8.666666666666668
50e73276d7c3df413b000e3f,0.0
50e73276d7c3df413b000e40,2.2222222222222228
50e748e2d7c3df413b00139f,5.833333333333334
50e748e2d7c3df413b0013a0,6.666666666666667
50e748e2d7c3df413b0013a1,0.0
50e748e2d7c3df413b0013a2,10.0
50e748e2d7c3df413b0013a5,10.0
50e748e2d7c3df413b0013a6,0.0
50e748e2d7c3df413b0013a8,7.5
50e748e2d7c3df413b0013aa,6.666666666666667
50e748e2d7c3df413b0013ab,10.0
50e748e2d7c3df413b0013ac,3.3333333333333335
50e748e2d7c3df413b0013ad,0.0
50e748e2d7c3df413b0013af,1.1111111111111114
50e748e3d7c3df413b0013b1,10.0
50e748e3d7c3df413b0013b2,6.666666666666667
50e748e3d7c3df413b0013b3,5.0
50e748e3d7c3df413b0013b4,3.3333333333333335
50e748e3d7c3df413b0013b5,10.0
50e748e3d7c3df413b0013b6,0.0
50e748e3d7c3df413b0013b7,1.6666666666666667
50e748e3d7c3df413b0013b8,5.833333333333334
50e748e3d7c3df413b0013b9,8.000000000000002
50e748e3d7c3df413b0013ba,0.8333333333333334
50e748e3d7c3df413b0013bb,6.666666666666667
50e748e4d7c3df413b0013bc,10.0
50e748e4d7c3df413b0013bd,3.3333333333333335
50e748e4d7c3df413b0013be,6.666666666666667
50e748e4d7c3df413b0013c0,4.000000000000001
50e748e4d7c3df413b0013c1,3.3333333333333335
50e748e4d7c3df413b0013c2,3.3333333333333335
50e748e4d7c3df413b0013c3,5.0
50e748e4d7c3df413b0013c4,10.0
50e748e4d7c3df413b0013c6,3.3333333333333335
50e748e4d7c3df413b0013c7,0.0
50e748e4d7c3df413b0013c8,10.0
50e748e4d7c3df413b0013c9,10.0
50e748e4d7c3df413b0013ca,10.0
50e748e4d7c3df413b0013cd,4.444444444444445
50e748e4d7c3df413b0013ce,5.714285714285714
50e748e4d7c3df413b0013d0,6.666666666666667
50e748e4d7c3df413b0013d1,2.5925925925925926
50e748e4d7c3df413b0013d3,0.0
50e748e4d7c3df413b0013d4,1.9047619047619047
50e748e4d7c3df413b0013d5,10.0
50e748e4d7c3df413b0013d6,5.0
50e748e4d7c3df413b0013d7,1.1111111111111114
50e748e4d7c3df413b0013d8,10.0
50e748e4d7c3df413b0013d9,10.0
50e748e4d7c3df413b0013da,10.0
50e748e5d7c3df413b0013dd,6.666666666666667
50e748e5d7c3df413b0013df,4.444444444444445
50e748e5d7c3df413b0013e0,3.3333333333333335
50e748e5d7c3df413b0013e1,10.0
50e748e5d7c3df413b0013e2,10.0
50e748e5d7c3df413b0013e3,10.0
50e748e5d7c3df413b0013e4,2.666666666666667
50e748e5d7c3df413b0013e5,4.000000000000001
50e748e5d7c3df413b0013e7,3.8888888888888893
50e748e5d7c3df413b0013e8,3.8888888888888884
50e748e5d7c3df413b0013e9,5.0
50e748e5d7c3df413b0013ea,8.000000000000002
50e748e5d7c3df413b0013eb,1.1111111111111114
50e748e5d7c3df413b0013ed,6.666666666666667
50e748e5d7c3df413b0013ef,10.0
50e748e6d7c3df413b0013f1,1.6666666666666667
50e748e6d7c3df413b0013f2,4.000000000000001
50e748e6d7c3df413b0013f3,3.3333333333333335
50e748e6d7c3df413b0013f4,7.5
50e748e6d7c3df413b0013f5,6.666666666666667
50e748e6d7c3df413b0013f6,4.000000000000001
50e748e6d7c3df413b0013f7,10.0
50e748e6d7c3df413b0013f8,5.0
50e748e6d7c3df413b0013f9,0.0
50e748e6d7c3df413b0013fa,4.285714285714286
50e748e6d7c3df413b0013fc,10.0
50e748e6d7c3df413b0013fd,1.6666666666666667
50e748e6d7c3df413b001400,7.5
50e748e6d7c3df413b001401,7.222222222222222
50e748e6d7c3df413b001402,0.0
50e748e6d7c3df413b001403,3.3333333333333335
50e748e6d7c3df413b001405,10.0
50e748e6d7c3df413b001406,6.296296296296297
