index,score
50e5f7d4d7c3df413b00056a,5.0
50e5f7d4d7c3df413b00056b,10.0
50e5f7d4d7c3df413b00056c,3.3333333333333335
50e5f7d4d7c3df413b00056d,10.0
50e5f7d4d7c3df413b00056f,3.3333333333333335
50e5f7d5d7c3df413b000571,2.666666666666667
50e5f7d5d7c3df413b000572,1.6666666666666667
50e5f7d5d7c3df413b000575,4.000000000000001
50e5f7d5d7c3df413b000576,3.3333333333333335
50e5f7d5d7c3df413b000577,10.0
50e5f7d5d7c3df413b00057a,1.1111111111111114
50e5f7d5d7c3df413b00057b,1.6666666666666667
50e5f7d6d7c3df413b00057c,0.0
50e5f7d6d7c3df413b00057d,4.666666666666667
50e5f7d6d7c3df413b00057e,6.666666666666667
50e5f7d6d7c3df413b00057f,6.666666666666667
50e5f7d6d7c3df413b000581,0.0
50e5f7d6d7c3df413b000582,5.0
50e5f7d6d7c3df413b000583,6.666666666666667
50e5f7d6d7c3df413b000584,6.666666666666667
50e5f7d6d7c3df413b000585,2.5
50e5f7d6d7c3df413b000587,10.0
50e5f7d7d7c3df413b000589,4.444444444444445
50e5f7d7d7c3df413b00058a,0.0
50e5f7d7d7c3df413b00058e,0.0
50e5f7d7d7c3df413b000590,4.666666666666667
50e5f7d7d7c3df413b000591,0.0
50e5f7d7d7c3df413b000592,6.666666666666667
50e5f7d8d7c3df413b000597,0.0
50e5f7d8d7c3df413b000598,0.0
50e5f7d8d7c3df413b000599,0.8333333333333334
50e5f7d8d7c3df413b00059c,2.0
50e5f7d8d7c3df413b00059e,5.833333333333334
50e5f7d8d7c3df413b00059f,5.0
50e5f7d8d7c3df413b0005a0,3.3333333333333335
50e5f7d9d7c3df413b0005a2,4.000000000000001
50e5f7d9d7c3df413b0005a3,10.0
50e5f7d9d7c3df413b0005a5,10.0
50e5f7d9d7c3df413b0005a6,4.444444444444445
50e5f7d9d7c3df413b0005a7,1.4285714285714288
50e5f7d9d7c3df413b0005a8,10.0
50e5f7d9d7c3df413b0005a9,0.0
50e5f7d9d7c3df413b0005aa,10.0
50e5f7dad7c3df413b0005ab,0.0
50e5f7dad7c3df413b0005ac,3.3333333333333335
50e5f7dad7c3df413b0005ae,1.6666666666666667
50e5f7dad7c3df413b0005af,0.0
50e5f7dad7c3df413b0005b0,3.3333333333333335
50e5f7dad7c3df413b0005b2,10.0
50e5fae9d7c3df413b000731,10.0
50e5faead7c3df413b000732,6.666666666666667
50e5faead7c3df413b000733,0.0
50e5faead7c3df413b000734,1.1111111111111114
50e5faead7c3df413b000735,6.666666666666667
50e5faead7c3df413b000736,5.0
50e5faead7c3df413b000738,3.3333333333333335
50e5faead7c3df413b000739,0.0
50e5faead7c3df413b00073a,3.3333333333333335
50e5faead7c3df413b00073c,10.0
50e5faead7c3df413b00073d,7.142857142857143
50e5faead7c3df413b00073e,5.555555555555556
50e5faebd7c3df413b000743,0.0
50e5faebd7c3df413b000745,8.000000000000002
50e5faebd7c3df413b000746,3.3333333333333335
50e5faebd7c3df413b000747,6.666666666666667
50e5faebd7c3df413b000749,10.0
50e5faebd7c3df413b00074a,4.444444444444445
50e5faebd7c3df413b00074b,7.5
50e5faebd7c3df413b00074c,3.3333333333333335
50e5faebd7c3df413b00074d,5.0
50e5faebd7c3df413b00074e,6.666666666666667
50e5faebd7c3df413b00074f,5.0
50e5faebd7c3df413b000751,3.3333333333333335
50e5faebd7c3df413b000753,0.0
50e5faecd7c3df413b000755,1.6666666666666667
50e5faecd7c3df413b000756,6.666666666666667
50e5faecd7c3df413b000757,6.666666666666667
50e5faecd7c3df413b00075a,4.444444444444445
50e5faecd7c3df413b00075c,8.333333333333334
50e5faecd7c3df413b00075e,5.0
50e5faecd7c3df413b00075f,4.666666666666667
50e5faecd7c3df413b000761,10.0
50e5faecd7c3df413b000762,5.0
50e5faedd7c3df413b000763,1.6666666666666667
50e5faedd7c3df413b000764,3.3333333333333335
50e5faedd7c3df413b000766,3.3333333333333335
50e5faedd7c3df413b000767,10.0
50e5faedd7c3df413b000768,10.0
50e5faedd7c3df413b000769,3.3333333333333335
50e5faedd7c3df413b00076c,0.0
50e5faedd7c3df413b00076d,5.0
50e5faedd7c3df413b00076e,5.0
50e5faedd7c3df413b00076f,10.0
50e5faedd7c3df413b000770,3.3333333333333335
50e5faedd7c3df413b000771,0.0
50e5faeed7c3df413b000772,5.833333333333334
50e5faeed7c3df413b000773,10.0
50e5faeed7c3df413b000774,7.5
50e5faeed7c3df413b000775,1.6666666666666667
50e5faeed7c3df413b000776,3.3333333333333335
50e5faeed7c3df413b000777,2.666666666666667
50e5faeed7c3df413b000779,5.833333333333334
50e5faeed7c3df413b00077a,5.0
50e5faeed7c3df413b00077b,5.0
50e5faeed7c3df413b00077c,5.0
50e5faeed7c3df413b00077d,7.5
50e5faeed7c3df413b00077e,2.5
50e5faeed7c3df413b00077f,10.0
50e5faeed7c3df413b000780,8.333333333333334
50e5faeed7c3df413b000781,1.1111111111111114
50e5faeed7c3df413b000782,10.0
50e5faeed7c3df413b000783,0.0
50e5faeed7c3df413b000784,1.1111111111111114
50e5faefd7c3df413b000785,10.0
50e5faefd7c3df413b000786,0.0
50e5faefd7c3df413b000787,3.3333333333333335
50e73275d7c3df413b000e1c,10.0
50e73275d7c3df413b000e1d,5.0
50e73275d7c3df413b000e1e,0.0
50e73275d7c3df413b000e1f,10.0
50e73275d7c3df413b000e21,0.0
50e73275d7c3df413b000e22,6.111111111111112
50e73275d7c3df413b000e23,2.916666666666667
50e73275d7c3df413b000e28,1.6666666666666667
50e73275d7c3df413b000e29,10.0
50e73275d7c3df413b000e2a,0.0
50e73276d7c3df413b000e2b,1.1111111111111114
50e73276d7c3df413b000e2c,10.0
50e73276d7c3df413b000e2d,1.6666666666666667
50e73276d7c3df413b000e2e,10.0
50e73276d7c3df413b000e2f,6.666666666666667
50e73276d7c3df413b000e30,3.3333333333333335
50e73276d7c3df413b000e31,3.3333333333333335
50e73276d7c3df413b000e33,0.0
50e73276d7c3df413b000e35,5.0
50e73276d7c3df413b000e36,0.0
50e73276d7c3df413b000e37,6.666666666666667
50e73276d7c3df413b000e38,3.3333333333333335
50e73276d7c3df413b000e39,10.0
50e73276d7c3df413b000e3a,7.5
50e73276d7c3df413b000e3b,3.3333333333333335
50e73276d7c3df413b000e3d,10.0
50e73276d7c3df413b000e3e,4.666666666666667
50e73276d7c3df413b000e40,10.0
50e748e2d7c3df413b00139f,7.777777777777777
50e748e2d7c3df413b0013a1,0.0
50e748e2d7c3df413b0013a2,3.3333333333333335
50e748e2d7c3df413b0013a6,10.0
50e748e2d7c3df413b0013a9,7.5
50e748e2d7c3df413b0013aa,10.0
50e748e2d7c3df413b0013ab,1.6666666666666667
